repetition,benchmark,machine,test,result
1,stressng-cpu,issdm-20,"matrix",1855.488463
1,stressng-cpu,issdm-20,"opcode",1178.367331
1,stressng-cpu,issdm-20,"qsort",3.667195
1,stressng-cpu,issdm-20,"tsearch",6.968383
1,stressng-cpu,issdm-20,"vecmath",765.449523














1,stressng-cpu,issdm-31,"af-alg",22462.484149
1,stressng-cpu,issdm-31,"atomic",532267.060511
1,stressng-cpu,issdm-31,"bsearch",172.067813
1,stressng-cpu,issdm-31,"cpu",72.438873
1,stressng-cpu,issdm-31,"crypt",73.137375
1,stressng-cpu,issdm-31,"fp-error",519196.495574
1,stressng-cpu,issdm-31,"hsearch",1248.141966
1,stressng-cpu,issdm-31,"longjmp",48867.271588
1,stressng-cpu,issdm-31,"lsearch",4.267322
1,stressng-cpu,issdm-31,"matrix",1861.494101
1,stressng-cpu,issdm-31,"opcode",1191.438164
1,stressng-cpu,issdm-31,"qsort",3.466783
1,stressng-cpu,issdm-31,"tsearch",6.918334
1,stressng-cpu,issdm-31,"vecmath",765.408445














1,stressng-cpu,issdm-34,"af-alg",4246.516287
1,stressng-cpu,issdm-34,"atomic",531984.518614
1,stressng-cpu,issdm-34,"bsearch",171.648919
1,stressng-cpu,issdm-34,"cpu",73.054369
1,stressng-cpu,issdm-34,"crypt",72.745885
1,stressng-cpu,issdm-34,"fp-error",519383.192765
1,stressng-cpu,issdm-34,"hsearch",1248.437697
1,stressng-cpu,issdm-34,"longjmp",48850.822037
1,stressng-cpu,issdm-34,"lsearch",4.267351
1,stressng-cpu,issdm-34,"matrix",1859.491952
1,stressng-cpu,issdm-34,"opcode",1094.304123
1,stressng-cpu,issdm-34,"qsort",3.800533
1,stressng-cpu,issdm-34,"tsearch",6.963725
1,stressng-cpu,issdm-34,"vecmath",761.204644














1,stressng-cpu,issdm-6,"af-alg",23141.066936
1,stressng-cpu,issdm-6,"atomic",532657.811912
1,stressng-cpu,issdm-6,"bsearch",171.033031
1,stressng-cpu,issdm-6,"cpu",72.405467
1,stressng-cpu,issdm-6,"crypt",72.896896
1,stressng-cpu,issdm-6,"fp-error",527356.834536
1,stressng-cpu,issdm-6,"hsearch",1186.69583
1,stressng-cpu,issdm-6,"longjmp",48877.139291
1,stressng-cpu,issdm-6,"lsearch",4.267375
1,stressng-cpu,issdm-6,"matrix",1857.476136
1,stressng-cpu,issdm-6,"opcode",1220.318706
1,stressng-cpu,issdm-6,"qsort",3.800536
1,stressng-cpu,issdm-6,"tsearch",7.027632
1,stressng-cpu,issdm-6,"vecmath",765.567056














1,stressng-cpu,ms1103.utah.cloudlab.us,"af-alg",7221.162023
1,stressng-cpu,ms1103.utah.cloudlab.us,"atomic",552374.106665
1,stressng-cpu,ms1103.utah.cloudlab.us,"bsearch",317.433462
1,stressng-cpu,ms1103.utah.cloudlab.us,"cpu",227.391452
1,stressng-cpu,ms1103.utah.cloudlab.us,"crypt",134.215011
1,stressng-cpu,ms1103.utah.cloudlab.us,"fp-error",633176.527391
1,stressng-cpu,ms1103.utah.cloudlab.us,"hsearch",3530.986041
1,stressng-cpu,ms1103.utah.cloudlab.us,"longjmp",107098.168918
1,stressng-cpu,ms1103.utah.cloudlab.us,"lsearch",7.667004
1,stressng-cpu,ms1103.utah.cloudlab.us,"matrix",3811.276995
1,stressng-cpu,ms1103.utah.cloudlab.us,"opcode",1076.750345
1,stressng-cpu,ms1103.utah.cloudlab.us,"qsort",8.533848
1,stressng-cpu,ms1103.utah.cloudlab.us,"rdrand",322754.418377
1,stressng-cpu,ms1103.utah.cloudlab.us,"tsc",840110.418327
1,stressng-cpu,ms1103.utah.cloudlab.us,"tsearch",14.64024
1,stressng-cpu,ms1103.utah.cloudlab.us,"vecmath",2343.292739
















1,stressng-cpu,ms1119.utah.cloudlab.us,"af-alg",7665.993876
1,stressng-cpu,ms1119.utah.cloudlab.us,"atomic",553007.413559
1,stressng-cpu,ms1119.utah.cloudlab.us,"bsearch",317.097926
1,stressng-cpu,ms1119.utah.cloudlab.us,"cpu",226.867567
1,stressng-cpu,ms1119.utah.cloudlab.us,"crypt",134.303204
1,stressng-cpu,ms1119.utah.cloudlab.us,"fp-error",632897.869673
1,stressng-cpu,ms1119.utah.cloudlab.us,"hsearch",3518.464034
1,stressng-cpu,ms1119.utah.cloudlab.us,"longjmp",107326.606767
1,stressng-cpu,ms1119.utah.cloudlab.us,"lsearch",7.666857
1,stressng-cpu,ms1119.utah.cloudlab.us,"matrix",3811.960702
1,stressng-cpu,ms1119.utah.cloudlab.us,"opcode",1120.950064
1,stressng-cpu,ms1119.utah.cloudlab.us,"qsort",8.400384
1,stressng-cpu,ms1119.utah.cloudlab.us,"rdrand",320733.321608
1,stressng-cpu,ms1119.utah.cloudlab.us,"tsc",837576.755044
1,stressng-cpu,ms1119.utah.cloudlab.us,"tsearch",14.648684
1,stressng-cpu,ms1119.utah.cloudlab.us,"vecmath",2298.265717
















1,stressng-cpu,ms1128.utah.cloudlab.us,"af-alg",7309.082641
1,stressng-cpu,ms1128.utah.cloudlab.us,"atomic",553518.72222
1,stressng-cpu,ms1128.utah.cloudlab.us,"bsearch",317.086618
1,stressng-cpu,ms1128.utah.cloudlab.us,"cpu",226.699041
1,stressng-cpu,ms1128.utah.cloudlab.us,"crypt",133.64875
1,stressng-cpu,ms1128.utah.cloudlab.us,"fp-error",634089.940907
1,stressng-cpu,ms1128.utah.cloudlab.us,"hsearch",3532.736182
1,stressng-cpu,ms1128.utah.cloudlab.us,"longjmp",107156.797705
1,stressng-cpu,ms1128.utah.cloudlab.us,"lsearch",7.666905
1,stressng-cpu,ms1128.utah.cloudlab.us,"matrix",3798.706258
1,stressng-cpu,ms1128.utah.cloudlab.us,"opcode",1087.570378
1,stressng-cpu,ms1128.utah.cloudlab.us,"qsort",8.333712
1,stressng-cpu,ms1128.utah.cloudlab.us,"rdrand",324549.102127
1,stressng-cpu,ms1128.utah.cloudlab.us,"tsc",840400.917968
1,stressng-cpu,ms1128.utah.cloudlab.us,"tsearch",14.696797
1,stressng-cpu,ms1128.utah.cloudlab.us,"vecmath",2344.606745
















1,stressng-cpu,ms1139.utah.cloudlab.us,"af-alg",7316.304629
1,stressng-cpu,ms1139.utah.cloudlab.us,"atomic",553503.398213
1,stressng-cpu,ms1139.utah.cloudlab.us,"bsearch",317.442458
1,stressng-cpu,ms1139.utah.cloudlab.us,"cpu",226.428906
1,stressng-cpu,ms1139.utah.cloudlab.us,"crypt",134.35252
1,stressng-cpu,ms1139.utah.cloudlab.us,"fp-error",633054.40131
1,stressng-cpu,ms1139.utah.cloudlab.us,"hsearch",3500.904506
1,stressng-cpu,ms1139.utah.cloudlab.us,"longjmp",107022.973243
1,stressng-cpu,ms1139.utah.cloudlab.us,"lsearch",7.667011
1,stressng-cpu,ms1139.utah.cloudlab.us,"matrix",3800.038927
1,stressng-cpu,ms1139.utah.cloudlab.us,"opcode",1119.77208
1,stressng-cpu,ms1139.utah.cloudlab.us,"qsort",8.600309
1,stressng-cpu,ms1139.utah.cloudlab.us,"rdrand",322400.26499
1,stressng-cpu,ms1139.utah.cloudlab.us,"tsc",839895.687202
1,stressng-cpu,ms1139.utah.cloudlab.us,"tsearch",14.645842
1,stressng-cpu,ms1139.utah.cloudlab.us,"vecmath",2335.516522
















1,stressng-cpu,pc19.utahddc.geniracks.net,"af-alg",6557.681427
1,stressng-cpu,pc19.utahddc.geniracks.net,"atomic",563053.841014
1,stressng-cpu,pc19.utahddc.geniracks.net,"bsearch",348.285544
1,stressng-cpu,pc19.utahddc.geniracks.net,"cpu",207.124512
1,stressng-cpu,pc19.utahddc.geniracks.net,"crypt",107.038715
1,stressng-cpu,pc19.utahddc.geniracks.net,"fp-error",801483.055302
1,stressng-cpu,pc19.utahddc.geniracks.net,"hsearch",3394.998604
1,stressng-cpu,pc19.utahddc.geniracks.net,"longjmp",95854.293253
1,stressng-cpu,pc19.utahddc.geniracks.net,"lsearch",7.200543
1,stressng-cpu,pc19.utahddc.geniracks.net,"matrix",3905.560851
1,stressng-cpu,pc19.utahddc.geniracks.net,"opcode",848.706394
1,stressng-cpu,pc19.utahddc.geniracks.net,"qsort",6.800369
1,stressng-cpu,pc19.utahddc.geniracks.net,"tsc",803357.48672
1,stressng-cpu,pc19.utahddc.geniracks.net,"tsearch",15.046557
1,stressng-cpu,pc19.utahddc.geniracks.net,"vecmath",2420.666497















1,stressng-cpu,pc22.utahddc.geniracks.net,"af-alg",6670.912391
1,stressng-cpu,pc22.utahddc.geniracks.net,"atomic",560591.197613
1,stressng-cpu,pc22.utahddc.geniracks.net,"bsearch",349.875531
1,stressng-cpu,pc22.utahddc.geniracks.net,"cpu",207.28462
1,stressng-cpu,pc22.utahddc.geniracks.net,"crypt",107.160694
1,stressng-cpu,pc22.utahddc.geniracks.net,"fp-error",821107.483267
1,stressng-cpu,pc22.utahddc.geniracks.net,"hsearch",3390.95011
1,stressng-cpu,pc22.utahddc.geniracks.net,"longjmp",96108.850159
1,stressng-cpu,pc22.utahddc.geniracks.net,"lsearch",7.133885
1,stressng-cpu,pc22.utahddc.geniracks.net,"matrix",3904.144361
1,stressng-cpu,pc22.utahddc.geniracks.net,"opcode",857.62316
1,stressng-cpu,pc22.utahddc.geniracks.net,"qsort",6.867065
1,stressng-cpu,pc22.utahddc.geniracks.net,"tsc",805938.63819
1,stressng-cpu,pc22.utahddc.geniracks.net,"tsearch",14.991874
1,stressng-cpu,pc22.utahddc.geniracks.net,"vecmath",2425.582443















1,stressng-cpu,pc25.utahddc.geniracks.net,"af-alg",6647.073851
1,stressng-cpu,pc25.utahddc.geniracks.net,"atomic",563000.755733
1,stressng-cpu,pc25.utahddc.geniracks.net,"bsearch",348.715248
1,stressng-cpu,pc25.utahddc.geniracks.net,"cpu",207.656282
1,stressng-cpu,pc25.utahddc.geniracks.net,"crypt",107.619358
1,stressng-cpu,pc25.utahddc.geniracks.net,"fp-error",709270.210615
1,stressng-cpu,pc25.utahddc.geniracks.net,"hsearch",3321.813078
1,stressng-cpu,pc25.utahddc.geniracks.net,"longjmp",95783.701306
1,stressng-cpu,pc25.utahddc.geniracks.net,"lsearch",7.200317
1,stressng-cpu,pc25.utahddc.geniracks.net,"matrix",3902.842449
1,stressng-cpu,pc25.utahddc.geniracks.net,"opcode",849.813338
1,stressng-cpu,pc25.utahddc.geniracks.net,"qsort",7.133767
1,stressng-cpu,pc25.utahddc.geniracks.net,"tsc",805884.585611
1,stressng-cpu,pc25.utahddc.geniracks.net,"tsearch",14.998369
1,stressng-cpu,pc25.utahddc.geniracks.net,"vecmath",2420.721521















1,stressng-cpu,pc31.utahddc.geniracks.net,"af-alg",6653.713698
1,stressng-cpu,pc31.utahddc.geniracks.net,"atomic",562929.15759
1,stressng-cpu,pc31.utahddc.geniracks.net,"bsearch",348.755329
1,stressng-cpu,pc31.utahddc.geniracks.net,"cpu",207.463966
1,stressng-cpu,pc31.utahddc.geniracks.net,"crypt",107.554161
1,stressng-cpu,pc31.utahddc.geniracks.net,"fp-error",714682.086267
1,stressng-cpu,pc31.utahddc.geniracks.net,"hsearch",3371.160097
1,stressng-cpu,pc31.utahddc.geniracks.net,"longjmp",89603.136831
1,stressng-cpu,pc31.utahddc.geniracks.net,"lsearch",7.133788
1,stressng-cpu,pc31.utahddc.geniracks.net,"matrix",3903.477151
1,stressng-cpu,pc31.utahddc.geniracks.net,"opcode",885.529913
1,stressng-cpu,pc31.utahddc.geniracks.net,"qsort",6.800377
1,stressng-cpu,pc31.utahddc.geniracks.net,"tsc",803160.782661
1,stressng-cpu,pc31.utahddc.geniracks.net,"tsearch",15.042176
1,stressng-cpu,pc31.utahddc.geniracks.net,"vecmath",2420.887634















1,stressng-cpu,pc765.emulab.net,"af-alg",7390.080059
1,stressng-cpu,pc765.emulab.net,"atomic",710194.322494
1,stressng-cpu,pc765.emulab.net,"bsearch",385.283656
1,stressng-cpu,pc765.emulab.net,"cpu",269.114192
1,stressng-cpu,pc765.emulab.net,"crypt",160.403006
1,stressng-cpu,pc765.emulab.net,"fp-error",772686.540337
1,stressng-cpu,pc765.emulab.net,"hsearch",3987.804148
1,stressng-cpu,pc765.emulab.net,"longjmp",128508.625466
1,stressng-cpu,pc765.emulab.net,"lsearch",9.200393
1,stressng-cpu,pc765.emulab.net,"matrix",4434.702151
1,stressng-cpu,pc765.emulab.net,"opcode",999.361639
1,stressng-cpu,pc765.emulab.net,"qsort",10.200626
1,stressng-cpu,pc765.emulab.net,"rdrand",339465.343228
1,stressng-cpu,pc765.emulab.net,"tsc",1004526.912129
1,stressng-cpu,pc765.emulab.net,"tsearch",16.330667
1,stressng-cpu,pc765.emulab.net,"vecmath",2799.047559
















1,stressng-cpu,pc767.emulab.net,"af-alg",7200.237437
1,stressng-cpu,pc767.emulab.net,"atomic",706509.904515
1,stressng-cpu,pc767.emulab.net,"bsearch",384.48935
1,stressng-cpu,pc767.emulab.net,"cpu",266.768943
1,stressng-cpu,pc767.emulab.net,"crypt",154.820251
1,stressng-cpu,pc767.emulab.net,"fp-error",771148.105445
1,stressng-cpu,pc767.emulab.net,"hsearch",3999.205303
1,stressng-cpu,pc767.emulab.net,"longjmp",128149.080844
1,stressng-cpu,pc767.emulab.net,"lsearch",9.13365
1,stressng-cpu,pc767.emulab.net,"matrix",4261.373802
1,stressng-cpu,pc767.emulab.net,"opcode",999.097427
1,stressng-cpu,pc767.emulab.net,"qsort",9.867291
1,stressng-cpu,pc767.emulab.net,"rdrand",338962.679423
1,stressng-cpu,pc767.emulab.net,"tsc",1003210.408167
1,stressng-cpu,pc767.emulab.net,"tsearch",16.313698
1,stressng-cpu,pc767.emulab.net,"vecmath",2806.576138
















1,stressng-cpu,pc769.emulab.net,"af-alg",7700.609798
1,stressng-cpu,pc769.emulab.net,"atomic",721467.949015
1,stressng-cpu,pc769.emulab.net,"bsearch",391.622179
1,stressng-cpu,pc769.emulab.net,"cpu",275.296407
1,stressng-cpu,pc769.emulab.net,"crypt",163.243911
1,stressng-cpu,pc769.emulab.net,"fp-error",785427.447631
1,stressng-cpu,pc769.emulab.net,"hsearch",4079.485646
1,stressng-cpu,pc769.emulab.net,"longjmp",130540.663084
1,stressng-cpu,pc769.emulab.net,"lsearch",9.333735
1,stressng-cpu,pc769.emulab.net,"matrix",4537.40511
1,stressng-cpu,pc769.emulab.net,"opcode",978.417029
1,stressng-cpu,pc769.emulab.net,"qsort",10.467217
1,stressng-cpu,pc769.emulab.net,"rdrand",347473.172249
1,stressng-cpu,pc769.emulab.net,"tsc",1021404.186935
1,stressng-cpu,pc769.emulab.net,"tsearch",16.56218
1,stressng-cpu,pc769.emulab.net,"vecmath",2861.993608
















1,stressng-cpu,pc773.emulab.net,"af-alg",7343.483596
1,stressng-cpu,pc773.emulab.net,"atomic",709788.861654
1,stressng-cpu,pc773.emulab.net,"bsearch",385.088817
1,stressng-cpu,pc773.emulab.net,"cpu",267.934049
1,stressng-cpu,pc773.emulab.net,"crypt",160.173166
1,stressng-cpu,pc773.emulab.net,"fp-error",772376.177554
1,stressng-cpu,pc773.emulab.net,"hsearch",4002.297649
1,stressng-cpu,pc773.emulab.net,"longjmp",128066.992246
1,stressng-cpu,pc773.emulab.net,"lsearch",9.200335
1,stressng-cpu,pc773.emulab.net,"matrix",4457.382717
1,stressng-cpu,pc773.emulab.net,"opcode",994.696248
1,stressng-cpu,pc773.emulab.net,"qsort",10.333902
1,stressng-cpu,pc773.emulab.net,"rdrand",335065.963304
1,stressng-cpu,pc773.emulab.net,"tsc",1004537.541559
1,stressng-cpu,pc773.emulab.net,"tsearch",16.313536
1,stressng-cpu,pc773.emulab.net,"vecmath",2814.807468
















1,stressng-cpu,pl2,"af-alg",9605.629438
1,stressng-cpu,pl2,"atomic",629653.44052
1,stressng-cpu,pl2,"bsearch",364.010171
1,stressng-cpu,pl2,"cpu",247.301911
1,stressng-cpu,pl2,"crypt",149.565838
1,stressng-cpu,pl2,"fp-error",896079.406112
1,stressng-cpu,pl2,"hsearch",3866.214959
1,stressng-cpu,pl2,"longjmp",102274.245424
1,stressng-cpu,pl2,"lsearch",7.667196
1,stressng-cpu,pl2,"matrix",4166.836932
1,stressng-cpu,pl2,"opcode",835.640776
1,stressng-cpu,pl2,"qsort",7.667141
1,stressng-cpu,pl2,"rdrand",363659.014029
1,stressng-cpu,pl2,"tsc",891018.991436
1,stressng-cpu,pl2,"tsearch",16.31184
1,stressng-cpu,pl2,"vecmath",2831.131894
















1,stressng-cpu,rackform2,"af-alg",9638.890043
1,stressng-cpu,rackform2,"atomic",384500.401503
1,stressng-cpu,rackform2,"bsearch",309.790708
1,stressng-cpu,rackform2,"cpu",161.441193
1,stressng-cpu,rackform2,"crypt",116.096106
1,stressng-cpu,rackform2,"fp-error",506706.893073
1,stressng-cpu,rackform2,"hsearch",2734.180483
1,stressng-cpu,rackform2,"longjmp",82219.344093
1,stressng-cpu,rackform2,"lsearch",5.667248
1,stressng-cpu,rackform2,"matrix",2524.795747
1,stressng-cpu,rackform2,"opcode",609.254995
1,stressng-cpu,rackform2,"qsort",6.40069
1,stressng-cpu,rackform2,"tsearch",13.852196
1,stressng-cpu,rackform2,"vecmath",2078.283762














1,stressng-cpu,scruffy.soe.ucsc.edu,"af-alg",7774.243509
1,stressng-cpu,scruffy.soe.ucsc.edu,"atomic",628727.997881
1,stressng-cpu,scruffy.soe.ucsc.edu,"bsearch",272.661683
1,stressng-cpu,scruffy.soe.ucsc.edu,"cpu",186.179201
1,stressng-cpu,scruffy.soe.ucsc.edu,"crypt",99.026107
1,stressng-cpu,scruffy.soe.ucsc.edu,"fp-error",756209.295992
1,stressng-cpu,scruffy.soe.ucsc.edu,"hsearch",2789.462294
1,stressng-cpu,scruffy.soe.ucsc.edu,"longjmp",67560.664833
1,stressng-cpu,scruffy.soe.ucsc.edu,"lsearch",6.466897
1,stressng-cpu,scruffy.soe.ucsc.edu,"matrix",2569.955594
1,stressng-cpu,scruffy.soe.ucsc.edu,"opcode",1632.783499
1,stressng-cpu,scruffy.soe.ucsc.edu,"qsort",6.200245
1,stressng-cpu,scruffy.soe.ucsc.edu,"tsc",854560.000948
1,stressng-cpu,scruffy.soe.ucsc.edu,"tsearch",12.718525
1,stressng-cpu,scruffy.soe.ucsc.edu,"vecmath",2002.367133















2,stressng-cpu,apt129.apt.emulab.net,"af-alg",11386.57294
2,stressng-cpu,apt129.apt.emulab.net,"atomic",570917.513148
2,stressng-cpu,apt129.apt.emulab.net,"bsearch",351.018835
2,stressng-cpu,apt129.apt.emulab.net,"cpu",208.266653
2,stressng-cpu,apt129.apt.emulab.net,"crypt",107.651007
2,stressng-cpu,apt129.apt.emulab.net,"fp-error",795850.856545
2,stressng-cpu,apt129.apt.emulab.net,"hsearch",3412.912885
2,stressng-cpu,apt129.apt.emulab.net,"longjmp",96492.570914
2,stressng-cpu,apt129.apt.emulab.net,"lsearch",7.200157
2,stressng-cpu,apt129.apt.emulab.net,"matrix",3945.324666
2,stressng-cpu,apt129.apt.emulab.net,"opcode",1108.079383
2,stressng-cpu,apt129.apt.emulab.net,"qsort",7.066992
2,stressng-cpu,apt129.apt.emulab.net,"tsc",808501.395819
2,stressng-cpu,apt129.apt.emulab.net,"tsearch",15.106268
2,stressng-cpu,apt129.apt.emulab.net,"vecmath",2433.885197















2,stressng-cpu,apt131.apt.emulab.net,"af-alg",11300.917889
2,stressng-cpu,apt131.apt.emulab.net,"atomic",571030.325791
2,stressng-cpu,apt131.apt.emulab.net,"bsearch",351.047361
2,stressng-cpu,apt131.apt.emulab.net,"cpu",208.512136
2,stressng-cpu,apt131.apt.emulab.net,"crypt",107.811634
2,stressng-cpu,apt131.apt.emulab.net,"fp-error",870171.324624
2,stressng-cpu,apt131.apt.emulab.net,"hsearch",3391.554357
2,stressng-cpu,apt131.apt.emulab.net,"longjmp",96499.064077
2,stressng-cpu,apt131.apt.emulab.net,"lsearch",7.200132
2,stressng-cpu,apt131.apt.emulab.net,"matrix",3938.598189
2,stressng-cpu,apt131.apt.emulab.net,"opcode",1164.750347
2,stressng-cpu,apt131.apt.emulab.net,"qsort",7.333856
2,stressng-cpu,apt131.apt.emulab.net,"tsc",808552.131154
2,stressng-cpu,apt131.apt.emulab.net,"tsearch",15.222319
2,stressng-cpu,apt131.apt.emulab.net,"vecmath",2405.363651















2,stressng-cpu,apt132.apt.emulab.net,"af-alg",11347.358604
2,stressng-cpu,apt132.apt.emulab.net,"atomic",573145.794879
2,stressng-cpu,apt132.apt.emulab.net,"bsearch",350.570178
2,stressng-cpu,apt132.apt.emulab.net,"cpu",207.588731
2,stressng-cpu,apt132.apt.emulab.net,"crypt",107.346892
2,stressng-cpu,apt132.apt.emulab.net,"fp-error",793238.263972
2,stressng-cpu,apt132.apt.emulab.net,"hsearch",3398.022414
2,stressng-cpu,apt132.apt.emulab.net,"longjmp",75421.271182
2,stressng-cpu,apt132.apt.emulab.net,"lsearch",7.200118
2,stressng-cpu,apt132.apt.emulab.net,"matrix",3863.259194
2,stressng-cpu,apt132.apt.emulab.net,"opcode",1087.287519
2,stressng-cpu,apt132.apt.emulab.net,"qsort",7.2671
2,stressng-cpu,apt132.apt.emulab.net,"tsc",807877.783733
2,stressng-cpu,apt132.apt.emulab.net,"tsearch",15.131348
2,stressng-cpu,apt132.apt.emulab.net,"vecmath",2427.984159















2,stressng-cpu,apt134.apt.emulab.net,"af-alg",11300.40969
2,stressng-cpu,apt134.apt.emulab.net,"atomic",573356.887105
2,stressng-cpu,apt134.apt.emulab.net,"bsearch",350.904632
2,stressng-cpu,apt134.apt.emulab.net,"cpu",207.63409
2,stressng-cpu,apt134.apt.emulab.net,"crypt",106.871164
2,stressng-cpu,apt134.apt.emulab.net,"fp-error",862258.304604
2,stressng-cpu,apt134.apt.emulab.net,"hsearch",3376.906493
2,stressng-cpu,apt134.apt.emulab.net,"longjmp",96476.525863
2,stressng-cpu,apt134.apt.emulab.net,"lsearch",7.200156
2,stressng-cpu,apt134.apt.emulab.net,"matrix",3935.978463
2,stressng-cpu,apt134.apt.emulab.net,"opcode",1112.735633
2,stressng-cpu,apt134.apt.emulab.net,"qsort",7.200408
2,stressng-cpu,apt134.apt.emulab.net,"tsc",808388.819874
2,stressng-cpu,apt134.apt.emulab.net,"tsearch",15.046046
2,stressng-cpu,apt134.apt.emulab.net,"vecmath",2433.482912















2,stressng-cpu,dwill.soe.ucsc.edu,"af-alg",13142.523522
2,stressng-cpu,dwill.soe.ucsc.edu,"atomic",660778.83278
2,stressng-cpu,dwill.soe.ucsc.edu,"bsearch",405.320577
2,stressng-cpu,dwill.soe.ucsc.edu,"cpu",240.251151
2,stressng-cpu,dwill.soe.ucsc.edu,"crypt",123.61764
2,stressng-cpu,dwill.soe.ucsc.edu,"fp-error",930942.599179
2,stressng-cpu,dwill.soe.ucsc.edu,"hsearch",4023.654425
2,stressng-cpu,dwill.soe.ucsc.edu,"longjmp",111284.506294
2,stressng-cpu,dwill.soe.ucsc.edu,"lsearch",8.333546
2,stressng-cpu,dwill.soe.ucsc.edu,"matrix",4547.980665
2,stressng-cpu,dwill.soe.ucsc.edu,"opcode",1712.965041
2,stressng-cpu,dwill.soe.ucsc.edu,"qsort",8.266927
2,stressng-cpu,dwill.soe.ucsc.edu,"tsc",929773.333372
2,stressng-cpu,dwill.soe.ucsc.edu,"tsearch",19.227273
2,stressng-cpu,dwill.soe.ucsc.edu,"vecmath",2797.550097















2,stressng-cpu,issdm-0,"af-alg",19542.766851
2,stressng-cpu,issdm-0,"atomic",532608.04729
2,stressng-cpu,issdm-0,"bsearch",171.141878
2,stressng-cpu,issdm-0,"cpu",72.795895
2,stressng-cpu,issdm-0,"crypt",72.845089
2,stressng-cpu,issdm-0,"fp-error",520539.144412
2,stressng-cpu,issdm-0,"hsearch",1177.647709
2,stressng-cpu,issdm-0,"longjmp",48873.276518
2,stressng-cpu,issdm-0,"lsearch",4.267413
2,stressng-cpu,issdm-0,"matrix",1856.863477
2,stressng-cpu,issdm-0,"opcode",1185.198329
2,stressng-cpu,issdm-0,"qsort",3.800578
2,stressng-cpu,issdm-0,"tsearch",7.128911
2,stressng-cpu,issdm-0,"vecmath",765.493955














2,stressng-cpu,issdm-20,"af-alg",20672.152174
2,stressng-cpu,issdm-20,"atomic",532663.597235
2,stressng-cpu,issdm-20,"bsearch",171.708653
2,stressng-cpu,issdm-20,"cpu",72.353025
2,stressng-cpu,issdm-20,"crypt",73.117374
2,stressng-cpu,issdm-20,"fp-error",525527.267741
2,stressng-cpu,issdm-20,"hsearch",1182.428278
2,stressng-cpu,issdm-20,"longjmp",48879.303599
2,stressng-cpu,issdm-20,"lsearch",4.267363
2,stressng-cpu,issdm-20,"matrix",1864.154996
2,stressng-cpu,issdm-20,"opcode",1208.047237
2,stressng-cpu,issdm-20,"qsort",3.867159
2,stressng-cpu,issdm-20,"tsearch",6.978899
2,stressng-cpu,issdm-20,"vecmath",765.471955














2,stressng-cpu,issdm-31,"af-alg",23639.447726
2,stressng-cpu,issdm-31,"atomic",532490.361898
2,stressng-cpu,issdm-31,"bsearch",171.446171
2,stressng-cpu,issdm-31,"cpu",72.759027
2,stressng-cpu,issdm-31,"crypt",72.941411
2,stressng-cpu,issdm-31,"fp-error",521553.987235
2,stressng-cpu,issdm-31,"hsearch",1249.745545
2,stressng-cpu,issdm-31,"longjmp",48868.601522
2,stressng-cpu,issdm-31,"lsearch",4.267313
2,stressng-cpu,issdm-31,"matrix",1856.155853
2,stressng-cpu,issdm-31,"opcode",1144.501349
2,stressng-cpu,issdm-31,"qsort",3.800586
2,stressng-cpu,issdm-31,"tsearch",6.984924
2,stressng-cpu,issdm-31,"vecmath",765.119106














2,stressng-cpu,issdm-34,"af-alg",4436.703383
2,stressng-cpu,issdm-34,"atomic",532293.396545
2,stressng-cpu,issdm-34,"bsearch",173.916938
2,stressng-cpu,issdm-34,"cpu",72.115872
2,stressng-cpu,issdm-34,"crypt",72.832338
2,stressng-cpu,issdm-34,"fp-error",529073.541608
2,stressng-cpu,issdm-34,"hsearch",1190.741701
2,stressng-cpu,issdm-34,"longjmp",47698.19548
2,stressng-cpu,issdm-34,"lsearch",4.267326
2,stressng-cpu,issdm-34,"matrix",1860.152011
2,stressng-cpu,issdm-34,"opcode",1091.83167
2,stressng-cpu,issdm-34,"qsort",3.86727
2,stressng-cpu,issdm-34,"tsearch",6.773912
2,stressng-cpu,issdm-34,"vecmath",765.215262














2,stressng-cpu,issdm-6,"af-alg",23692.102073
2,stressng-cpu,issdm-6,"atomic",532650.655342
2,stressng-cpu,issdm-6,"bsearch",171.111214
2,stressng-cpu,issdm-6,"cpu",72.313158
2,stressng-cpu,issdm-6,"crypt",72.979732
2,stressng-cpu,issdm-6,"fp-error",521582.610134
2,stressng-cpu,issdm-6,"hsearch",1218.285865
2,stressng-cpu,issdm-6,"longjmp",47715.08187
2,stressng-cpu,issdm-6,"lsearch",4.26737
